State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min Price,Max Price,Modal Price
Uttrakhand,Haridwar,Bhagwanpur(Naveen Mandi Sthal),Bottle gourd,Other,FAQ,28-07-2023,1500,1600,1550
Uttrakhand,Haridwar,Bhagwanpur(Naveen Mandi Sthal),Cucumbar(Kheera),Other,FAQ,28-07-2023,900,1000,950
Uttrakhand,Haridwar,Bhagwanpur(Naveen Mandi Sthal),Green Chilli,Other,FAQ,28-07-2023,2100,2200,2150
Uttrakhand,Haridwar,Bhagwanpur(Naveen Mandi Sthal),Jack Fruit,Other,Large,28-07-2023,800,900,875
Uttrakhand,Haridwar,Bhagwanpur(Naveen Mandi Sthal),Mango,Other,Medium,28-07-2023,600,800,700
Uttrakhand,Haridwar,Bhagwanpur(Naveen Mandi Sthal),Onion,Other,FAQ,28-07-2023,1000,1200,1100
Uttrakhand,Haridwar,Bhagwanpur(Naveen Mandi Sthal),Potato,Other,FAQ,28-07-2023,800,1100,1000
Uttrakhand,Haridwar,Bhagwanpur(Naveen Mandi Sthal),Pumpkin,Other,FAQ,28-07-2023,1500,1600,1550
Uttrakhand,Haridwar,Bhagwanpur(Naveen Mandi Sthal),Ridgeguard(Tori),Other,FAQ,28-07-2023,2100,2200,2150
Uttrakhand,Haridwar,Bhagwanpur(Naveen Mandi Sthal),Tomato,Other,FAQ,28-07-2023,6600,7000,6800
Uttrakhand,Haridwar,Haridwar Union,Banana,Other,Medium,28-07-2023,1000,1500,1200
Uttrakhand,Haridwar,Haridwar Union,Bhindi(Ladies Finger),Other,FAQ,28-07-2023,1200,2000,1500
Uttrakhand,Haridwar,Haridwar Union,Bitter gourd,Other,FAQ,28-07-2023,1800,2500,2000
Uttrakhand,Haridwar,Haridwar Union,Bottle gourd,Other,FAQ,28-07-2023,1200,2000,1500
Uttrakhand,Haridwar,Haridwar Union,Brinjal,Other,FAQ,28-07-2023,1500,2800,2200
Uttrakhand,Haridwar,Haridwar Union,Cauliflower,Other,FAQ,28-07-2023,4500,5500,5000
Uttrakhand,Haridwar,Haridwar Union,Cucumbar(Kheera),Other,FAQ,28-07-2023,800,1500,1000
Uttrakhand,Haridwar,Haridwar Union,Mango,Other,Medium,28-07-2023,800,1500,1200
Uttrakhand,Haridwar,Haridwar Union,Mousambi(Sweet Lime),Mousambi,Medium,28-07-2023,3500,5500,4500
Uttrakhand,Haridwar,Haridwar Union,Onion,Other,FAQ,28-07-2023,1000,1600,1200
Uttrakhand,Haridwar,Haridwar Union,Pomegranate,Other,Medium,28-07-2023,4000,5500,4500
Uttrakhand,Haridwar,Haridwar Union,Potato,Other,FAQ,28-07-2023,800,1200,1000
Uttrakhand,Haridwar,Haridwar Union,Pumpkin,Other,FAQ,28-07-2023,600,1000,800
Uttrakhand,Haridwar,Haridwar Union,Raddish,Other,FAQ,28-07-2023,500,1000,800
Uttrakhand,Haridwar,Lakshar,Banana,Other,Medium,28-07-2023,900,1000,950
Uttrakhand,Haridwar,Lakshar,Bhindi(Ladies Finger),Other,FAQ,28-07-2023,1700,1800,1750
Uttrakhand,Haridwar,Lakshar,Bottle gourd,Other,FAQ,28-07-2023,1800,1900,1850
Uttrakhand,Haridwar,Manglaur,Apple,Other,Medium,28-07-2023,4000,5000,4500
Uttrakhand,Haridwar,Manglaur,Banana,Other,Large,28-07-2023,1000,1100,1000
Uttrakhand,Haridwar,Manglaur,Bhindi(Ladies Finger),Bhindi,FAQ,28-07-2023,3000,3500,3400
Uttrakhand,Haridwar,Manglaur,Bottle gourd,Other,FAQ,28-07-2023,2500,3000,2700
Uttrakhand,Haridwar,Manglaur,Brinjal,Other,FAQ,28-07-2023,1000,1500,1400
Uttrakhand,Haridwar,Manglaur,Green Chilli,Green Chilly,FAQ,28-07-2023,6000,7000,6500
Uttrakhand,Haridwar,Manglaur,Guava,Other,Medium,28-07-2023,2000,2500,2200
Uttrakhand,Haridwar,Manglaur,Lemon,Other,FAQ,28-07-2023,2000,2300,2200
Uttrakhand,Haridwar,Manglaur,Mango,Other,Medium,28-07-2023,1000,1200,1100
Uttrakhand,Haridwar,Manglaur,Mousambi(Sweet Lime),Other,Medium,28-07-2023,1800,2200,2000
Uttrakhand,Haridwar,Manglaur,Pomegranate,Other,Medium,28-07-2023,3000,4000,3500
Uttrakhand,Haridwar,Manglaur,Potato,Other,FAQ,28-07-2023,900,1100,1000
Uttrakhand,Haridwar,Manglaur,Pumpkin,Other,FAQ,28-07-2023,1200,1500,1400
Uttrakhand,Haridwar,Manglaur,Sponge gourd,Other,FAQ,28-07-2023,2000,3200,2500
Uttrakhand,Haridwar,Roorkee,Banana,Other,Medium,28-07-2023,500,700,600
Uttrakhand,Haridwar,Roorkee,Bottle gourd,Other,FAQ,28-07-2023,500,700,600
Uttrakhand,Haridwar,Roorkee,Brinjal,Other,FAQ,28-07-2023,500,900,700
Uttrakhand,Haridwar,Roorkee,Cucumbar(Kheera),Other,FAQ,28-07-2023,800,1200,1000
Uttrakhand,Haridwar,Roorkee,Garlic,Other,FAQ,28-07-2023,3000,5500,4000
Uttrakhand,Haridwar,Roorkee,Ginger(Dry),Other,FAQ,28-07-2023,3000,5000,4000
Uttrakhand,Haridwar,Roorkee,Green Chilli,Other,FAQ,28-07-2023,2000,3000,2500
Uttrakhand,Haridwar,Roorkee,Lemon,Other,FAQ,28-07-2023,2000,3500,2500
Uttrakhand,Haridwar,Roorkee,Mango,Other,Medium,28-07-2023,800,1500,1300
Uttrakhand,Haridwar,Roorkee,Mousambi(Sweet Lime),Other,Medium,28-07-2023,1500,2500,2000
Uttrakhand,Haridwar,Roorkee,Pear(Marasebu),Other,Medium,28-07-2023,2000,3000,2500
Uttrakhand,Haridwar,Roorkee,Potato,Other,FAQ,28-07-2023,900,1500,1300
Uttrakhand,Haridwar,Roorkee,Pumpkin,Other,FAQ,28-07-2023,400,600,500
Uttrakhand,Nanital,Haldwani,Apple,Other,Large,28-07-2023,1500,4000,2500
Uttrakhand,Nanital,Haldwani,Bhindi(Ladies Finger),Other,FAQ,28-07-2023,1500,2500,2000
Uttrakhand,Nanital,Haldwani,Bottle gourd,Other,FAQ,28-07-2023,1000,1500,1200
Uttrakhand,Nanital,Haldwani,Brinjal,Other,FAQ,28-07-2023,1500,2500,2000
Uttrakhand,Nanital,Haldwani,Cabbage,Other,FAQ,28-07-2023,1000,1500,1200
Uttrakhand,Nanital,Haldwani,Cauliflower,Other,FAQ,28-07-2023,3500,4500,4000
Uttrakhand,Nanital,Haldwani,Colacasia,Other,FAQ,28-07-2023,1500,2000,1800
Uttrakhand,Nanital,Haldwani,Jack Fruit,Other,Large,28-07-2023,400,600,500
Uttrakhand,Nanital,Haldwani,Mango,Other,Large,28-07-2023,800,1500,1000
Uttrakhand,Nanital,Haldwani,Onion,Other,FAQ,28-07-2023,800,1500,1280
Uttrakhand,Nanital,Haldwani,Peach,Other,Large,28-07-2023,1000,2000,1200
Uttrakhand,Nanital,Haldwani,Pear(Marasebu),Other,Large,28-07-2023,500,2000,1100
Uttrakhand,Nanital,Haldwani,Pointed gourd (Parval),Other,FAQ,28-07-2023,2000,3000,2500
Uttrakhand,Nanital,Haldwani,Potato,Other,FAQ,28-07-2023,700,1500,1350
Uttrakhand,Nanital,Ramnagar,Banana,Other,Medium,28-07-2023,2500,3000,2750
Uttrakhand,Nanital,Ramnagar,Bhindi(Ladies Finger),Other,FAQ,28-07-2023,1800,2500,2150
Uttrakhand,Nanital,Ramnagar,Brinjal,Other,FAQ,28-07-2023,2500,3000,2750
Uttrakhand,Nanital,Ramnagar,Cauliflower,Other,FAQ,28-07-2023,4500,5000,4750
Uttrakhand,Nanital,Ramnagar,Cucumbar(Kheera),Other,FAQ,28-07-2023,1500,2000,1750
Uttrakhand,Nanital,Ramnagar,Guava,Other,Medium,28-07-2023,1800,2200,2000
Uttrakhand,Nanital,Ramnagar,Jack Fruit,Other,Medium,28-07-2023,400,600,500
Uttrakhand,Nanital,Ramnagar,Mango,Other,Medium,28-07-2023,1000,2000,1500
Uttrakhand,Nanital,Ramnagar,Onion,Other,FAQ,28-07-2023,1500,2000,1750
Uttrakhand,Nanital,Ramnagar,Potato,Other,FAQ,28-07-2023,1000,1200,1100
Uttrakhand,Nanital,Ramnagar,Pumpkin,Other,FAQ,28-07-2023,1800,2000,1900
Uttrakhand,Nanital,Ramnagar,Sponge gourd,Other,FAQ,28-07-2023,1500,2000,1750
Uttrakhand,UdhamSinghNagar,Bazpur,Rice,Common,FAQ,28-07-2023,2600,3100,2674
Uttrakhand,UdhamSinghNagar,Gadarpur,Paddy(Dhan)(Common),Other,FAQ,28-07-2023,1600,2550,1800
Uttrakhand,UdhamSinghNagar,Gadarpur,Rice,Other,FAQ,28-07-2023,2550,4500,3100
Uttrakhand,UdhamSinghNagar,Jaspur(UC),Bhindi(Ladies Finger),Other,FAQ,28-07-2023,2800,3000,2900
Uttrakhand,UdhamSinghNagar,Jaspur(UC),Bitter gourd,Bitter Gourd,FAQ,28-07-2023,2500,3300,2800
Uttrakhand,UdhamSinghNagar,Jaspur(UC),Bottle gourd,Other,FAQ,28-07-2023,1600,2000,1800
Uttrakhand,UdhamSinghNagar,Jaspur(UC),Brinjal,Other,FAQ,28-07-2023,3200,3200,3200
Uttrakhand,UdhamSinghNagar,Jaspur(UC),Cucumbar(Kheera),Other,FAQ,28-07-2023,1500,1500,1500
Uttrakhand,UdhamSinghNagar,Jaspur(UC),Green Chilli,Other,FAQ,28-07-2023,8000,8000,8000
Uttrakhand,UdhamSinghNagar,Jaspur(UC),Mango,Other,Medium,28-07-2023,1600,2000,1700
Uttrakhand,UdhamSinghNagar,Jaspur(UC),Onion,Other,FAQ,28-07-2023,1400,1400,1400
Uttrakhand,UdhamSinghNagar,Jaspur(UC),Pumpkin,Other,FAQ,28-07-2023,1500,2000,1800
Uttrakhand,UdhamSinghNagar,Jaspur(UC),Ridgeguard(Tori),Other,FAQ,28-07-2023,2800,3200,3000
Uttrakhand,UdhamSinghNagar,Jaspur(UC),Tomato,Other,FAQ,28-07-2023,10000,10000,10000
Uttrakhand,UdhamSinghNagar,Kashipur,Onion,Other,FAQ,28-07-2023,1200,1500,1400
Uttrakhand,UdhamSinghNagar,Kashipur,Potato,Other,FAQ,28-07-2023,500,800,600
Uttrakhand,UdhamSinghNagar,Khateema,Banana,Other,Medium,28-07-2023,1000,1500,1250
Uttrakhand,UdhamSinghNagar,Khateema,Bhindi(Ladies Finger),Other,FAQ,28-07-2023,500,1000,800
Uttrakhand,UdhamSinghNagar,Khateema,Cucumbar(Kheera),Other,FAQ,28-07-2023,1000,1500,1300
Uttrakhand,UdhamSinghNagar,Khateema,Mango,Other,Medium,28-07-2023,2000,2500,2200
Uttrakhand,UdhamSinghNagar,Khateema,Pear(Marasebu),Other,Medium,28-07-2023,1000,1500,1250
Uttrakhand,UdhamSinghNagar,Khateema,Potato,Other,FAQ,28-07-2023,1000,1600,1400
Uttrakhand,UdhamSinghNagar,Khateema,Pumpkin,Other,FAQ,28-07-2023,1000,1500,1200
Uttrakhand,UdhamSinghNagar,Khateema,Ridgeguard(Tori),Other,FAQ,28-07-2023,1000,1500,1300
Uttrakhand,UdhamSinghNagar,Kicchha,Bitter gourd,Bitter Gourd,FAQ,28-07-2023,1200,1500,1300
Uttrakhand,UdhamSinghNagar,Kicchha,Bottle gourd,Bottle Gourd,FAQ,28-07-2023,800,1000,900
Uttrakhand,UdhamSinghNagar,Kicchha,Brinjal,Brinjal,FAQ,28-07-2023,800,1000,900
Uttrakhand,UdhamSinghNagar,Kicchha,Cucumbar(Kheera),Cucumbar,FAQ,28-07-2023,1200,1400,1300
Uttrakhand,UdhamSinghNagar,Kicchha,Fish,Pangass,FAQ,28-07-2023,4200,4400,4300
Uttrakhand,UdhamSinghNagar,Kicchha,Green Chilli,Green Chilly,FAQ,28-07-2023,3500,3700,3600
Uttrakhand,UdhamSinghNagar,Rudrapur,Apple,Other,Medium,28-07-2023,9000,10000,9200
Uttrakhand,UdhamSinghNagar,Rudrapur,Bhindi(Ladies Finger),Other,FAQ,28-07-2023,1500,2500,2000
Uttrakhand,UdhamSinghNagar,Rudrapur,Bitter gourd,Other,FAQ,28-07-2023,1600,2000,1800
Uttrakhand,UdhamSinghNagar,Rudrapur,Bottle gourd,Other,FAQ,28-07-2023,1500,2000,1600
Uttrakhand,UdhamSinghNagar,Rudrapur,Brinjal,Other,FAQ,28-07-2023,2500,3000,2700
Uttrakhand,UdhamSinghNagar,Rudrapur,Cabbage,Other,FAQ,28-07-2023,8000,9000,8200
Uttrakhand,UdhamSinghNagar,Rudrapur,Capsicum,Other,FAQ,28-07-2023,8000,10000,9000
Uttrakhand,UdhamSinghNagar,Rudrapur,Colacasia,Other,FAQ,28-07-2023,3000,4000,3500
Uttrakhand,UdhamSinghNagar,Rudrapur,Cucumbar(Kheera),Other,FAQ,28-07-2023,1500,2500,2000
Uttrakhand,UdhamSinghNagar,Rudrapur,Garlic,Average,FAQ,28-07-2023,6000,7000,6600
Uttrakhand,UdhamSinghNagar,Rudrapur,Green Chilli,Other,FAQ,28-07-2023,6000,7000,6600
Uttrakhand,UdhamSinghNagar,Rudrapur,Mango,Other,Medium,28-07-2023,4500,6000,5000
Uttrakhand,UdhamSinghNagar,Rudrapur,Mousambi(Sweet Lime),Other,Medium,28-07-2023,5000,7000,6000
Uttrakhand,UdhamSinghNagar,Rudrapur,Onion,Other,FAQ,28-07-2023,1100,1600,1200
Uttrakhand,UdhamSinghNagar,Rudrapur,Pointed gourd (Parval),Other,FAQ,28-07-2023,3500,4000,3800
Uttrakhand,UdhamSinghNagar,Rudrapur,Pomegranate,Other,Medium,28-07-2023,7000,8000,7500
Uttrakhand,UdhamSinghNagar,Rudrapur,Potato,Other,FAQ,28-07-2023,900,1300,1200
Uttrakhand,UdhamSinghNagar,Rudrapur,Pumpkin,Other,FAQ,28-07-2023,2000,2500,2200
Uttrakhand,UdhamSinghNagar,Rudrapur,Sponge gourd,Other,FAQ,28-07-2023,1500,3000,2000
Uttrakhand,UdhamSinghNagar,Rudrapur,Tomato,Other,FAQ,28-07-2023,11500,13500,12000
West Bengal,Bankura,Bishnupur(Bankura),Mustard,Mustard,FAQ,28-07-2023,5500,5800,5700
West Bengal,Bankura,Bishnupur(Bankura),Onion,Nasik,FAQ,28-07-2023,1700,2100,2000
West Bengal,Bankura,Bishnupur(Bankura),Potato,Jyoti,FAQ,28-07-2023,1340,1400,1380
West Bengal,Bankura,Bishnupur(Bankura),Rice,Common,FAQ,28-07-2023,3200,3300,3250
West Bengal,Bankura,Bishnupur(Bankura),Rice,Fine,FAQ,28-07-2023,3550,3700,3600
West Bengal,Bankura,Bishnupur(Bankura),Wheat,Sonalika,FAQ,28-07-2023,2600,2850,2800
West Bengal,Bankura,Khatra,Brinjal,Round/Long,FAQ,28-07-2023,3000,4000,3000
West Bengal,Bankura,Khatra,Cucumbar(Kheera),Cucumbar,FAQ,28-07-2023,2800,4000,3000
West Bengal,Bankura,Khatra,Mustard,Mustard,FAQ,28-07-2023,5450,5800,5700
West Bengal,Bankura,Khatra,Paddy(Dhan)(Common),Swarna Masuri (New),FAQ,28-07-2023,1900,2100,2050
West Bengal,Bankura,Khatra,Potato,Jyoti,FAQ,28-07-2023,1300,1400,1380
West Bengal,Bankura,Khatra,Rice,Common,FAQ,28-07-2023,3200,3300,3250
West Bengal,Bankura,Khatra,Sweet Pumpkin,Sweet Pumpkin,FAQ,28-07-2023,1800,2100,2000
West Bengal,Bankura,Khatra,Tomato,Tomato,FAQ,28-07-2023,13000,15000,14000
West Bengal,Bankura,Khatra,Wheat,Sonalika,FAQ,28-07-2023,2600,2850,2800
West Bengal,Burdwan,Asansol,Arhar (Tur/Red Gram)(Whole),Other,FAQ,28-07-2023,7500,7850,7650
West Bengal,Burdwan,Asansol,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,28-07-2023,8550,8850,8700
West Bengal,Burdwan,Asansol,Brinjal,Other,FAQ,28-07-2023,4000,4150,4100
West Bengal,Burdwan,Asansol,Ginger(Dry),Other,FAQ,28-07-2023,18500,19500,19000
West Bengal,Burdwan,Asansol,Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,28-07-2023,10000,11000,10500
West Bengal,Burdwan,Asansol,Lentil (Masur)(Whole),Masur Dal,FAQ,28-07-2023,9500,9700,9600
West Bengal,Burdwan,Asansol,Mustard,Other,FAQ,28-07-2023,5850,6200,5900
West Bengal,Burdwan,Asansol,Onion,Nasik,FAQ,28-07-2023,1750,1850,1800
West Bengal,Burdwan,Asansol,Peas(Dry),Other,FAQ,28-07-2023,6850,7000,6900
West Bengal,Burdwan,Asansol,Peas(Dry),Peas(Dry),FAQ,28-07-2023,5800,6000,5900
West Bengal,Burdwan,Asansol,Potato,Jyoti,FAQ,28-07-2023,1400,1620,1500
West Bengal,Burdwan,Asansol,Rice,Fine,FAQ,28-07-2023,2850,3250,3050
West Bengal,Burdwan,Asansol,Sweet Pumpkin,Other,FAQ,28-07-2023,1350,1500,1400
West Bengal,Burdwan,Asansol,Tomato,Hybrid,FAQ,28-07-2023,11500,12500,12000
West Bengal,Burdwan,Asansol,Wheat,Kalyan,FAQ,28-07-2023,2750,3000,2850
West Bengal,Burdwan,Durgapur,Brinjal,Other,FAQ,28-07-2023,4000,4200,4100
West Bengal,Burdwan,Durgapur,Cabbage,Other,FAQ,28-07-2023,2250,2500,2300
West Bengal,Burdwan,Durgapur,Lentil (Masur)(Whole),Other,FAQ,28-07-2023,9600,9850,9700
West Bengal,Burdwan,Durgapur,Mustard,Other,FAQ,28-07-2023,6000,6200,6100
West Bengal,Burdwan,Durgapur,Mustard Oil,Other,FAQ,28-07-2023,11500,12500,12000
West Bengal,Burdwan,Durgapur,Onion,Other,FAQ,28-07-2023,1750,2000,1850
West Bengal,Burdwan,Durgapur,Potato,Jyoti,FAQ,28-07-2023,1400,1700,1550
West Bengal,Burdwan,Durgapur,Potato,Other,FAQ,28-07-2023,1300,1520,1400
West Bengal,Burdwan,Durgapur,Rice,Fine,FAQ,28-07-2023,2850,3250,2900
West Bengal,Burdwan,Durgapur,Rice,Other,FAQ,28-07-2023,2700,2850,2750
West Bengal,Burdwan,Durgapur,Tomato,Hybrid,FAQ,28-07-2023,11500,12500,12000
West Bengal,Burdwan,Durgapur,Wheat,Kalyan,FAQ,28-07-2023,2800,3000,2950
West Bengal,Burdwan,Durgapur,Wheat,Other,FAQ,28-07-2023,2650,2850,2700
West Bengal,Coochbehar,Dinhata,Bhindi(Ladies Finger),Bhindi,FAQ,28-07-2023,3000,3200,3100
West Bengal,Coochbehar,Dinhata,Brinjal,Brinjal,FAQ,28-07-2023,2900,3100,3000
West Bengal,Coochbehar,Dinhata,Green Chilli,Green Chilly,FAQ,28-07-2023,8500,9000,8800
West Bengal,Coochbehar,Dinhata,Jute,TD-5,FAQ,28-07-2023,5400,5600,5500
West Bengal,Coochbehar,Dinhata,Onion,Onion,FAQ,28-07-2023,2200,2400,2300
West Bengal,Coochbehar,Dinhata,Pointed gourd (Parval),Other,FAQ,28-07-2023,2800,3000,2900
West Bengal,Coochbehar,Dinhata,Potato,Jyoti,FAQ,28-07-2023,1200,1240,1220
West Bengal,Coochbehar,Toofanganj,Brinjal,Brinjal,FAQ,28-07-2023,3100,3300,3200
West Bengal,Coochbehar,Toofanganj,Cucumbar(Kheera),Other,FAQ,28-07-2023,2500,2800,2600
West Bengal,Coochbehar,Toofanganj,Green Chilli,Green Chilly,FAQ,28-07-2023,8000,8500,8200
West Bengal,Coochbehar,Toofanganj,Pointed gourd (Parval),Other,FAQ,28-07-2023,3000,3200,3100
West Bengal,Coochbehar,Toofanganj,Potato,Jyoti,FAQ,28-07-2023,1200,1250,1230
West Bengal,Coochbehar,Toofanganj,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,28-07-2023,3800,4200,4000
West Bengal,Dakshin Dinajpur,Gangarampur(Dakshin Dinajpur),Bhindi(Ladies Finger),Other,FAQ,28-07-2023,1800,2400,2000
West Bengal,Dakshin Dinajpur,Gangarampur(Dakshin Dinajpur),Bitter gourd,Other,FAQ,28-07-2023,4000,5000,4500
West Bengal,Dakshin Dinajpur,Gangarampur(Dakshin Dinajpur),Brinjal,Other,FAQ,28-07-2023,2000,2500,2300
West Bengal,Dakshin Dinajpur,Gangarampur(Dakshin Dinajpur),Carrot,Other,FAQ,28-07-2023,3500,4000,3800
West Bengal,Dakshin Dinajpur,Gangarampur(Dakshin Dinajpur),Cucumbar(Kheera),Other,FAQ,28-07-2023,3500,4000,3800
West Bengal,Dakshin Dinajpur,Gangarampur(Dakshin Dinajpur),Green Chilli,Other,FAQ,28-07-2023,5000,6000,5500
West Bengal,Dakshin Dinajpur,Gangarampur(Dakshin Dinajpur),Onion,1st Sort,FAQ,28-07-2023,1700,2000,1900
West Bengal,Dakshin Dinajpur,Gangarampur(Dakshin Dinajpur),Pointed gourd (Parval),Other,FAQ,28-07-2023,1400,1600,1500
West Bengal,Dakshin Dinajpur,Gangarampur(Dakshin Dinajpur),Potato,Local,FAQ,28-07-2023,1300,1400,1350
West Bengal,Dakshin Dinajpur,Gangarampur(Dakshin Dinajpur),Ridgeguard(Tori),Other,FAQ,28-07-2023,2500,3000,2800
West Bengal,Dakshin Dinajpur,Gangarampur(Dakshin Dinajpur),Squash(Chappal Kadoo),Other,FAQ,28-07-2023,3000,3500,3300
West Bengal,Dakshin Dinajpur,Gangarampur(Dakshin Dinajpur),Sweet Pumpkin,Other,FAQ,28-07-2023,1800,2200,2000
West Bengal,Dakshin Dinajpur,Gangarampur(Dakshin Dinajpur),Tomato,Other,FAQ,28-07-2023,13000,15000,14000
West Bengal,Darjeeling,Darjeeling,Cabbage,Other,FAQ,28-07-2023,2800,3000,2900
West Bengal,Darjeeling,Darjeeling,Carrot,Other,FAQ,28-07-2023,6100,6300,6200
West Bengal,Darjeeling,Darjeeling,French Beans (Frasbean),Other,FAQ,28-07-2023,8000,10000,9000
West Bengal,Darjeeling,Darjeeling,Ginger(Green),Other,FAQ,28-07-2023,10000,12000,11000
West Bengal,Darjeeling,Darjeeling,Raddish,Raddish,FAQ,28-07-2023,2400,2600,2500
West Bengal,Darjeeling,Darjeeling,Squash(Chappal Kadoo),Other,FAQ,28-07-2023,1800,2000,1900
West Bengal,Darjeeling,Karsiyang(Matigara),Cabbage,Other,FAQ,28-07-2023,3500,4000,3800
West Bengal,Darjeeling,Karsiyang(Matigara),Carrot,Other,FAQ,28-07-2023,5000,6000,5500
West Bengal,Darjeeling,Karsiyang(Matigara),Cauliflower,Other,FAQ,28-07-2023,9000,10000,9500
West Bengal,Darjeeling,Karsiyang(Matigara),French Beans (Frasbean),Other,FAQ,28-07-2023,12000,13000,12500
West Bengal,Darjeeling,Karsiyang(Matigara),Onion,Other,FAQ,28-07-2023,2500,3000,2800
West Bengal,Darjeeling,Karsiyang(Matigara),Potato,Local,FAQ,28-07-2023,2000,2500,2200
West Bengal,Darjeeling,Karsiyang(Matigara),Potato,Red,FAQ,28-07-2023,2000,2500,2200
West Bengal,Darjeeling,Karsiyang(Matigara),Raddish,Other,FAQ,28-07-2023,4000,5000,4500
West Bengal,Darjeeling,Karsiyang(Matigara),Rice,Other,FAQ,28-07-2023,4000,5000,4500
West Bengal,Darjeeling,Karsiyang(Matigara),Squash(Chappal Kadoo),Other,FAQ,28-07-2023,3000,4000,3500
West Bengal,Darjeeling,Karsiyang(Matigara),Tomato,Other,FAQ,28-07-2023,12000,13000,12500
West Bengal,Darjeeling,Siliguri,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,28-07-2023,12500,13000,12800
West Bengal,Darjeeling,Siliguri,Banana,Other,Large,28-07-2023,2200,2300,2250
West Bengal,Darjeeling,Siliguri,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,28-07-2023,11500,12000,11800
West Bengal,Darjeeling,Siliguri,Ginger(Green),Green Ginger,FAQ,28-07-2023,18700,18900,18800
West Bengal,Darjeeling,Siliguri,Green Chilli,Green Chilly,FAQ,28-07-2023,7000,8000,7500
West Bengal,Darjeeling,Siliguri,Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,28-07-2023,9700,9900,9800
West Bengal,Darjeeling,Siliguri,Masur Dal,Masur Dal,FAQ,28-07-2023,9500,9700,9600
West Bengal,Darjeeling,Siliguri,Onion,Other,FAQ,28-07-2023,1800,2000,1900
West Bengal,Darjeeling,Siliguri,Pineapple,Pine Apple,Large,28-07-2023,2500,3000,2800
West Bengal,Darjeeling,Siliguri,Potato,Jyoti,FAQ,28-07-2023,1250,1300,1280
West Bengal,Darjeeling,Siliguri,Rice,Fine(Basmati),FAQ,28-07-2023,4200,4500,4400
West Bengal,Darjeeling,Siliguri,Squash(Chappal Kadoo),Other,FAQ,28-07-2023,2800,3000,2900
West Bengal,Darjeeling,Siliguri,Tomato,Hybrid,FAQ,28-07-2023,9000,10000,9500
West Bengal,Hooghly,Champadanga,Onion,Nasik,FAQ,28-07-2023,1850,1950,1900
West Bengal,Hooghly,Champadanga,Pointed gourd (Parval),Pointed gourd (Parval),FAQ,28-07-2023,1300,1500,1400
West Bengal,Hooghly,Champadanga,Potato,Jyoti,FAQ,28-07-2023,1500,1540,1520
West Bengal,Hooghly,Champadanga,Rice,Ratnachudi (718 5-749),FAQ,28-07-2023,4050,4150,4100
West Bengal,Hooghly,Pandua,Onion,Nasik,FAQ,28-07-2023,2000,2200,2100
West Bengal,Hooghly,Pandua,Pointed gourd (Parval),Pointed gourd (Parval),FAQ,28-07-2023,1300,1500,1400
West Bengal,Hooghly,Pandua,Potato,Jyoti,FAQ,28-07-2023,1520,1560,1540
West Bengal,Hooghly,Pandua,Rice,Ratnachudi (718 5-749),FAQ,28-07-2023,3800,4000,3900
West Bengal,Hooghly,Sheoraphuly,Bhindi(Ladies Finger),Other,FAQ,28-07-2023,2000,2200,2100
West Bengal,Hooghly,Sheoraphuly,Brinjal,Round/Long,FAQ,28-07-2023,2500,2700,2600
West Bengal,Hooghly,Sheoraphuly,Ginger(Green),Other,FAQ,28-07-2023,18000,20000,19000
West Bengal,Hooghly,Sheoraphuly,Green Chilli,Other,FAQ,28-07-2023,8000,10000,9000
West Bengal,Hooghly,Sheoraphuly,Onion,Nasik,FAQ,28-07-2023,2000,2200,2100
West Bengal,Hooghly,Sheoraphuly,Pointed gourd (Parval),Pointed gourd (Parval),FAQ,28-07-2023,1400,1600,1500
West Bengal,Hooghly,Sheoraphuly,Potato,Jyoti,FAQ,28-07-2023,1560,1600,1580
West Bengal,Hooghly,Sheoraphuly,Rice,Ratnachudi (718 5-749),FAQ,28-07-2023,3900,4100,4000
West Bengal,Hooghly,Sheoraphuly,Ridgeguard(Tori),Other,FAQ,28-07-2023,2700,2900,2800
West Bengal,Howrah,Uluberia,Bhindi(Ladies Finger),Other,FAQ,28-07-2023,1300,1600,1400
West Bengal,Howrah,Uluberia,Brinjal,Other,FAQ,28-07-2023,2800,3500,3000
West Bengal,Howrah,Uluberia,Green Chilli,Other,FAQ,28-07-2023,8000,10000,9000
West Bengal,Howrah,Uluberia,Onion,Other,FAQ,28-07-2023,2000,2200,2100
West Bengal,Howrah,Uluberia,Pointed gourd (Parval),Other,FAQ,28-07-2023,1200,1600,1400
West Bengal,Howrah,Uluberia,Potato,Jyoti,FAQ,28-07-2023,1640,1680,1660
West Bengal,Howrah,Uluberia,Rice,Other,FAQ,28-07-2023,3200,3400,3300
West Bengal,Howrah,Uluberia,Rice,Sona Mansoori Non Basmati,FAQ,28-07-2023,3000,3200,3100
West Bengal,Howrah,Uluberia,Ridgeguard(Tori),Other,FAQ,28-07-2023,2600,3200,2800
